number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price,review_pro
1708,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1652. Bluestone Lane,“Good food - no cash”,“Good food - no cash”,50,6,Me,,mid_range,
1709,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1653. OzaOza,“love it!”,“love it!”,50,6,Japanese,$$$$,fine_dining,
1710,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1654. Nordstrom Cafe,“Tomato Basil Soup and More”,“Tomato Basil Soup and More”,40,17,Cafe,$$ - $$$,mid_range,
1711,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1655. Chico's Pizza,“Good quality made pizza!!!”,“Good quality made pizza!!!”,50,9,"Pizza, Italian",$,cheap_eats,
1712,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1656. The Vestry,“Brilliant bottomless brunch spot”,“Brilliant bottomless brunch spot”,40,25,"American, Bar",$$ - $$$,mid_range,
1713,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1657. Eat Sushi,“Yes. Yess. YESSS.”,“Yes. Yess. YESSS.”,50,6,"Japanese, Sushi",$$ - $$$,mid_range,
1714,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1658. The Corner Store,“CORNER STORE NO MORE”,“CORNER STORE NO MORE”,40,30,American,$$ - $$$,mid_range,
1715,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1659. YamaSho,"“Very nice izakaya, ambient, reasonably...”","“Very nice izakaya, ambient, reasonably...”",40,20,"Japanese, Sushi",$$ - $$$,mid_range,
1716,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1660. All Season Restaurant,“Excellent Chinese food - plenty parking...”,“Excellent Chinese food - plenty parking...”,40,22,"Chinese, Asian",$$ - $$$,mid_range,
1717,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1661. Terroir,"“Intimate, low key environment.”","“Intimate, low key environment.”",40,18,Wine B,,mid_range,
1718,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1662. Kung Food,“I got the Mango Shrimp Fried Rice and m...”,“I got the Mango Shrimp Fried Rice and m...”,45,7,"Chinese, Asian",$,cheap_eats,
1719,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1663. Pizza Hut,“Different type of Pizza Hut”,“Different type of Pizza Hut”,40,28,Pizza,$$ - $$$,mid_range,
1720,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1664. Castagnola's,“Hit that Pasta spot!”,“Hit that Pasta spot!”,30,605,"American, Seafood",$$ - $$$,mid_range,
1721,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1665. The Red Jack Saloon,“Great Bar”,“Great Bar”,35,40,Pub,$,cheap_eats,
1722,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1666. Momo's,“Education please!”,“Education please!”,40,11,American,$$ - $$$,mid_range,
1723,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1667. Pizzeria Delfina,“Great pizza ”,“Great pizza ”,40,14,"Pizza, Italian",$$ - $$$,mid_range,
1724,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1668. Mangosteen,“This place has closed down and I can...”,“This place has closed down and I can...”,40,25,"Asian, Vietnamese",$,cheap_eats,
1725,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1669. Tender Greens,“... was amazing) and fun atmosphere .”,“... was amazing) and fun atmosphere .”,45,10,American,$$ - $$$,mid_range,
1726,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1670. Good Luck Cafe and Deli,“stumbled across this excellent value”,“stumbled across this excellent value”,45,10,"Cafe, Deli",$,cheap_eats,
1727,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1671. Simple Pleasures Cafe,“Basic but good.”,“Basic but good.”,40,14,"Cafe, American",$$ - $$$,mid_range,
1728,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1672. Tortas Los Picudos,“Great little place in a beautiful part...”,“Great little place in a beautiful part...”,45,11,Mexican,$,cheap_eats,
1729,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1673. I'a Poke,“Commenting on the new one on Filmore St”,“Commenting on the new one on Filmore St”,45,10,,,cheap_eats,
1730,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1674. Mission Edge Cafe,“Great breakfast.”,“Great breakfast.”,45,9,"Latin, Spani",,cheap_eats,
1731,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1675. New Hollywood,“... with vegetables and rice noodle.”,“... with vegetables and rice noodle.”,45,10,"Chinese, Asian",$,cheap_eats,
1732,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1676. The Little Chihuahua,“Lots of different burrito and taco fill...”,“Lots of different burrito and taco fill...”,40,29,"Mexican, Latin",$,cheap_eats,
1733,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1677. Taqueria Castillo Mason,“My son was less keen on his breakfast burrito - found it a little plain.”,“My son was less keen on his breakfast burrito - found it a little plain.”,45,10,"Mexican, Spanish",$,cheap_eats,
1734,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1678. Hahn's Hibachi -Polk St.,"“Good, solid Korean food in a nice, casu...”","“Good, solid Korean food in a nice, casu...”",40,17,"Asian, Korean",$$ - $$$,mid_range,
1735,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1679. Grubbin',“A Hidden Gem”,“A Hidden Gem”,45,8,,$,cheap_eats,
1736,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1680. El Rincon Yucateco,“Best tacos outside of Mexico!!”,“Best tacos outside of Mexico!!”,45,8,Mexican,$,cheap_eats,
1737,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,Z & Y Bistro,"“ Dumplings , seafood hot pot, asparagus y...”","“ Dumplings , seafood hot pot, asparagus y...”",40,12,"Chinese, Asian",$$ - $$$,mid_range,
1738,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1681. Extreme Pizza - Fillmore St.,“An EXTREMEly good pizza !”,“An EXTREMEly good pizza !”,40,27,Pizza,$,cheap_eats,
1739,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1682. True Laurel,“Achingly cool cocktail bar”,“Achingly cool cocktail bar”,45,7,$$ - $$,$$ - $$$,mid_range,
1740,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1683. Mateo's Taqueria,“Delicious burrito ”,“Delicious burrito ”,45,11,"Mexican, Spanish",$,cheap_eats,
1741,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1684. Tacolicious,“Superb Lunch”,“Superb Lunch”,45,13,Mexican,$,cheap_eats,
1742,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1685. DUM Indian Soul Food,“Great Spot For Unique Foods”,“Great Spot For Unique Foods”,45,9,$$ - $$,$$ - $$$,mid_range,
1743,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1686. Sage Cafe,“Changed ownership or management recently...”,“Changed ownership or management recently...”,40,18,"Cafe, Asian",$,cheap_eats,
1744,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1687. Mifune Don,“Not as good as I was expecting”,“Not as good as I was expecting”,35,39,"Japanese, Asian",$,cheap_eats,
1745,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1688. Huli Huli Hawaiian Grill,“REAL Hawaiian in SF”,“REAL Hawaiian in SF”,45,9,Hawaiian,$,cheap_eats,
1746,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1689. Sunflower Cafe,“Fooooooooooood”,“Fooooooooooood”,35,66,Cafe,$,cheap_eats,
1747,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1690. Kenken Ramen San Francisco,“Salt and water soup with stuff in it”,“Salt and water soup with stuff in it”,40,22,"Japanese, Asian",$$ - $$$,mid_range,
1748,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1691. Ijji Sushi,“Good not great”,“Good not great”,45,10,"Japanese, Sushi",$$$$,fine_dining,
1749,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1692. Mangrove Kitchen,“Beautifully fresh Thai food”,“Beautifully fresh Thai food”,45,6,,,fine_dining,
1750,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1693. Canyon Market,“Upscale neighborhood market”,“Upscale neighborhood market”,45,9,Americ,,fine_dining,
1751,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1694. Poquito,"“Our ""Go To"" restaurant in Dogpatch”","“Our ""Go To"" restaurant in Dogpatch”",45,14,"Latin, Spanish",$$ - $$$,mid_range,
1752,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1695. Cafe RX,“My favorite hidden Cafe in the Presidio...”,“My favorite hidden Cafe in the Presidio...”,45,9,American,$,cheap_eats,
1753,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1696. Patio Espanol,“Nice”,“Nice”,45,11,"Mediterranean, Spanish",$$ - $$$,mid_range,
1754,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1697. Heritage Restaurant & Bar,“A hidden gem in the Inner Richmond”,“A hidden gem in the Inner Richmond”,45,7,American,$$ - $$$,mid_range,
1755,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1698. Fuji Japanese Restaurant,"“The food: Excellent tempura , flaky, cri...”","“The food: Excellent tempura , flaky, cri...”",40,19,"Japanese, Sushi",$$ - $$$,mid_range,
1756,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1699. Anar Restaurant,“Family run authentic Persian restaurant.”,“Family run authentic Persian restaurant.”,40,23,"Persian, Middle Eastern",$$ - $$$,mid_range,
1757,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1700. Sweetheart Cafe,“A must visit cafe!”,“A must visit cafe!”,45,9,$ Men,$,cheap_eats,
1758,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1701. Rubio's,“Fish Tacos are different but good.”,“Fish Tacos are different but good.”,40,26,"Mexican, Fast Food",$,cheap_eats,
1759,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1702. Alma Cocina,“Enjoyable Evening Meal”,“Enjoyable Evening Meal”,40,12,"Peruvian, Latin",$$ - $$$,mid_range,
1760,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1703. Kama Sushi,“I still think about the sashimi”,“I still think about the sashimi”,45,11,"Sushi, Asian Me",,mid_range,
1761,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1704. Richmond Republic Draught House,"“Best bar in the neighborhood, among the best in the district.”","“Best bar in the neighborhood, among the best in the district.”",40,14,"American, Bar",$$ - $$$,mid_range,
1762,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1705. El Faro Restaurant,“My first and last stop when I visit SF!”,“My first and last stop when I visit SF!”,45,10,Mexican,$,cheap_eats,
1763,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1706. Pete's Barbeque,"“Simple menu, delicious food”","“Simple menu, delicious food”",45,10,"Barbecue, Americ",,cheap_eats,
1764,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1707. Cajun House,“Let the good times roll”,“Let the good times roll”,40,17,Seafood,$$ - $$$,mid_range,
1765,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1708. Chile Pies,“Best Pie and ice cream I have ever had!”,“Best Pie and ice cream I have ever had!”,45,10,Me,,mid_range,
1766,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1709. Pollo Campero,“Great and Authentic Guatemala-El Salvador...”,“Great and Authentic Guatemala-El Salvador...”,45,8,Me,,mid_range,
1767,https://www.tripadvisor.com/Restaurants-g60713-oa1680-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1710. Sushi Taka,“Burrito sized sushi roll or a takeout container with the sushi ingredients wi...”,“Burrito sized sushi roll or a takeout container with the sushi ingredients wi...”,50,7,Sushi,$,cheap_eats,
1768,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,The Grotto,“We had an enjoyable meal of the chowder ...”,“We had an enjoyable meal of the chowder ...”,40,89,"Seafood, American",$$ - $$$,mid_range,
1769,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1711. Burma Club,“Delicious food!”,“Delicious food!”,50,5,"Asian, Burmese",$$ - $$$,mid_range,
1770,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1712. Jasmine Tea House,"“We had Mongolian beef, dim sum combo, mu shu pork, and were given a FREE orde...”","“We had Mongolian beef, dim sum combo, mu shu pork, and were given a FREE orde...”",40,15,"Chinese, Asian",$,cheap_eats,
1771,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1713. Hookers Sweet Treats,“This place is a gem”,“This place is a gem”,50,8,,,cheap_eats,
1772,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1714. Golden Saba Seafood,“Really really great Chinese food”,“Really really great Chinese food”,45,8,Chinese,$$ - $$$,mid_range,
1773,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1715. Masala Dosa,“Delicious Indian + Ultra Friendly service”,“Delicious Indian + Ultra Friendly service”,40,29,Indian,$$ - $$$,mid_range,
1774,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1716. Pompodori's Pizzas,"“Value, Fast and Yum!”","“Value, Fast and Yum!”",45,12,"Pizza, Fast Food",$,cheap_eats,
1775,https://www.tripadvisor.com/Restaurants-g60713-oa1710-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1717. Pizza Joint,“Perfect takeaway”,“Perfect takeaway”,50,8,Pizza,$$ - $$$,mid_range,
